b'F', time+P2EB1:R2, state, temperature, alt, ram_diff, bno_x, bno_y, bno_z, high_x, high_y, high_z, gyro_x, gyro_y, gyro_z, , , ,
b'F',1750301,1,5.02,195.2878418,7194829,85.23,1.35,1.44,76.04974365,1.104456902,-1.262236476,-200.3125,2,5.875,2.3,1.1,3.1,3.6
b'F',1750330,1,5.02,198.4348145,7194829,77.73,0.17,1.76,71.03585815,-0.087655306,-0.525931835,-200.9375,8.5625,3.875,2.5,1.3,3.1,3.6
b'S',32,56,21.59568787,78,106,54,43.69010925,87,34.5,256.07,99.99,2.72,b'GGA',88.16918945,1749438,929,,
b'F',1750368,1,5.02,205.0021973,7194829,63.87,-1.89,0.91,67.00371552,-0.508400798,0.368152291,-197.375,14.0625,4.4375,2.3,1.1,3.1,3.6
b'F',1750402,1,5.02,208.3566895,7194829,55,-1.93,-0.87,56.88829422,-1.279767513,1.682981968,-194,14.8125,7.3125,2.3,1.1,3.1,3.6
b'F',1750431,1,5.02,213.8343506,7194829,50.74,-0.98,-1.8,48.71881866,-0.490869731,2.173851728,-193.125,12,10.125,2.3,1.1,3.1,3.6
b'F',1750467,1,5.02,219.0430908,7194829,48.67,1.7,-3.46,46.59756088,0.245434865,1.244705319,-200.75,11.8125,10.6875,2.5,1.3,3.1,3.6
b'F',1750497,1,5.02,222.4730225,7194829,48.43,1.25,-2.59,44.49383545,1.279767513,1.244705319,-210.0625,6.8125,8.25,2.3,1.1,3.1,3.6
b'F',1750527,1,5.02,228.026123,7194829,48.35,0.51,-1.56,44.09061813,0.771366715,-0.455807596,-217.9375,3.25,5.5625,2.3,1.1,3.1,3.6
b'F',1750564,1,5.02,234.1359863,7194829,48.14,0.03,0.38,43.26665878,0.350621223,-0.245434865,-220.8125,1.25,3.4375,2.3,1.1,3.1,3.6
b'F',1750592,1,5.02,238.4576416,7194829,47.54,-0.68,1.19,42.91603851,-0.227903798,0.420745492,-221.75,6.0625,2.8125,2.5,1.3,3.1,3.6
b'F',1750622,1,5.02,242.7840576,7194829,46.51,-1.35,1.8,42.37257385,-0.911615193,1.209643245,-218.5,3.125,3.25,2.3,1.1,3.1,3.6
b'F',1750659,1,5.02,251.7199707,7194829,43.29,-1.95,1.37,40.11106873,-1.472609162,2.769907713,-213.25,7.5,6.5625,2.3,1.1,3.1,3.6
b'F',1750691,1,5.02,256.258667,7194829,35.8,-0.98,1.23,38.11252594,-1.472609162,4.277578831,-209.9375,7.5,9,2.3,1.1,3.1,3.6
b'F',1750724,1,5.02,263.2744141,7194829,30.06,-0.26,0.8,29.75021172,0,1.928416729,-207.875,8.5,10.625,2.5,1.3,3.1,3.6
b'F',1750765,1,5.02,270.5023193,7194829,23.88,0.34,0.8,25.52522469,0.981739461,5.08400774,-207.3125,1.75,10.5625,2.3,1.1,3.1,3.6
b'F',1750797,1,5.02,278.0134277,7194829,13.29,2.1,1.4,16.98759842,0.964208364,3.83930254,-209.9375,7.3125,9.0625,2.3,1,3.1,3.6
b'F',1750834,1,5.02,285.5291748,7194829,3.09,1.4,1.58,7.152673244,1.384953856,2.121258497,-215,4.25,5.875,2.3,1,3.1,3.6
b'F',1750907,1,5.02,299.6784668,7194829,-6.1,-0.42,2.71,-1.17458117,-0.455807596,1.595326543,-218.3125,4.8125,1.5625,2.5,1.3,3.1,3.6
b'F',1750946,1,5.02,307.4868164,7194829,-8.34,-1.56,-0.78,-4.505482674,-1.612857699,1.139518976,-215.125,2.375,2.5625,2.3,1,3.1,3.6
b'F',1750978,1,5.02,315.6489258,7194829,-9.53,-1.97,4.7,-6.504024029,-1.910885692,2.436817646,-210.0625,1,3.1875,2.3,1,3.1,3.6
b'F',1751025,1,5.02,327.4816895,7194829,-9.93,-2.22,4.43,-8.765530586,-1.840761423,1.805699348,-200.5625,3.75,4.875,2.5,1.3,3.1,3.6
b'F',1751059,1,5.02,333.6481934,7194829,-10.1,-2.9,4.57,-9.361586571,-2.208913803,3.243246317,-188.3125,0.1875,8.875,2.3,1,3.1,3.6
b'F',1751101,2,5,345.9857178,7194829,-9.9,0.07,3.98,-8.940841675,-0.841490984,3.523743391,-180.125,8.5,13,2.3,1,3.1,3.6
b'F',1751137,2,5,354.869751,7194829,-9.88,1.08,4.08,-8.625282288,0.80642885,4.821042061,-181.625,7,12.125,2.5,1.1,3.1,3.6
b'F',1751172,2,5,363.9708252,7194829,-9.76,1.65,3.22,-8.800592422,0.946677327,3.365963936,-186.375,7.9375,9.5625,2.5,1.3,3.1,3.6
b'F',1751216,2,5,373.1473389,7194829,-9.84,1.42,3.32,-8.905778885,1.753106117,4.961290359,-191.75,8.9375,6.1875,2.3,1,3.1,3.6
b'F',1751249,2,5,382.333252,7194829,-9.93,0.91,2.28,-8.53762722,1.718044043,2.629659176,-196.125,8.8125,4.5,2.3,1,3.1,3.6
b'F',1751280,2,5,391.387207,7194829,-10.21,-0.85,0.63,-8.607750893,0.788897753,0.894084156,-198.125,8.5,4.4375,2.5,1.3,3.1,3.6
b'F',1751321,2,5,400.375,7194829,-10.08,-0.13,0.24,-9.431711197,0.666180313,0.262965918,-199.8125,10,5.6875,2.3,1,3.1,3.6
b'F',1751352,2,5,409.3769531,7194829,-10.23,-0.47,0.94,-9.922580719,0.105186373,-0.105186373,-200.1875,4.9375,6.3125,2.3,1,3.1,3.6
b'F',1751382,2,5,415.5245361,7194829,-10.17,-0.67,2.03,-8.222067833,-0.490869731,2.173851728,-198.6875,1.625,6.8125,2.3,1,3.1,3.6
b'F',1751420,2,5,424.8850098,7194829,-10.17,-1.02,2.99,-8.92331028,-0.718773544,2.261507034,-195.875,3.875,7.5625,2.5,1.3,3.1,3.6
b'F',1751452,2,5,434.2596436,7194829,-10.14,-0.89,4.14,-8.905778885,-0.613587141,2.734845638,-192.1875,7.8125,8.4375,2.3,1,3.1,3.6
b'F',1751482,2,5,440.5488281,7194829,-10.04,-0.87,4.12,-8.397378922,0,3.453619242,-189.125,3.25,8.9375,2.3,1,3.1,3.6
b'F',1751518,2,5,450.0744629,7194829,-9.93,-0.24,3.5,-8.029226303,0.227903798,4.260047913,-187,9.1875,9.6875,2.3,1,3.1,3.6
b'F',1751547,2,5,459.4727783,7194829,-10.01,-0.72,2.73,-8.993434906,0.315559119,2.489410639,-186.8125,9.375,9.9375,2.5,1.3,3.1,3.6
b'F',1751575,2,5,465.7145996,7194829,-9.82,-0.13,1.8,-9.186276436,0.543462932,1.753106117,-187.875,6.375,9.3125,2.3,1,3.1,3.6
b'F',1751615,2,5,474.9760742,7194829,-9.7,1.12,1.85,-8.116881371,0.894084156,2.945218325,-191.625,11.3125,8.5625,2.3,1,3.1,3.6
b'F',1751646,2,5,484.3225098,7194829,-9.86,0.24,1.56,-8.397378922,0.473338664,5.013883591,-195.125,7.5,6.75,2.3,1,3.1,3.6
b'F',1751677,2,4.99,490.6446533,7194829,-9.8,-0.09,0.61,-8.34478569,0.508400798,3.208184242,-200.5625,3.5625,6,2.5,1.3,3.1,3.6
b'F',1751714,2,4.99,499.9390869,7194829,-9.92,-0.72,1.99,-8.3097229,-0.403214425,3.295839548,-205.625,5.8125,6.5,2.3,1,3.1,3.6
b'F',1751747,2,4.99,509.026001,7194829,-9.86,-0.45,3.07,-8.169474602,-0.823959887,2.699783564,-205.5625,5,7.3125,2.3,1,3.1,3.6
b'F',1751781,2,4.99,518.4666748,7194829,-9.8,-1.23,3.11,-7.924039841,-1.139518976,3.506212234,-205.125,2.4375,8.9375,2.5,1.3,3.1,3.6
b'F',1751824,2,4.99,530.8184814,7194829,-9.74,-0.49,2.96,-7.80132246,-0.859022021,5.311911583,-205.125,5.4375,10.3125,2.3,1,3.1,3.6
b'S',32,56,16.86790466,78,106,54,40.27450562,87,75.15,151.67,1.25,2.72,b'RMC',88.16918945,1751818,34,,
b'F',1751858,2,4.99,536.8952637,7194829,-9.61,-0.03,2.8,-6.889707088,-0.385683358,6.381306171,-206.75,11.375,10.8125,2.3,1,3.1,3.6
b'F',1751893,2,4.99,546.0151367,7194829,-9.53,-0.01,1.65,-7.696135998,0.245434865,2.34916234,-209.1875,8.625,10.0625,2.3,1,3.1,3.6
b'S',32,56,16.86790466,78,106,54,40.27450562,87,75.15,151.67,1.25,2.72,b'VTG',88.16918945,1751818,112,,
b'F',1751932,2,4.97,555.2058105,7194829,-9.57,-0.38,1.72,-7.99416399,0.736304581,1.507671237,-213.4375,8.375,9.4375,2.5,1.3,3.1,3.6
b'F',1751968,2,4.97,564.3352051,7194829,-9.47,-0.13,1.25,-8.432440758,1.560264468,2.629659176,-216.4375,3.5625,8.1875,2.3,1,3.1,3.6
b'F',1752002,2,4.97,573.3371582,7194829,-9.42,-0.34,1.82,-7.959102154,0.718773544,1.647919774,-218.75,5.5,6.9375,2.3,1,3.1,3.6
b'F',1752044,2,4.97,585.5332031,7194829,-9.46,-1.08,2.39,-8.712937355,0.490869731,3.032873631,-218.8125,3.25,6.6875,2.5,1.3,3.1,3.6
b'F',1752079,2,4.97,591.6383057,7194829,-9.38,-0.57,2.98,-7.60848093,-0.333090156,3.10299778,-217.6875,6.1875,7.0625,2.3,1,3.1,3.6
b'F',1752121,2,4.97,603.7164307,7194829,-9.32,-0.91,2.98,-7.906508923,-0.613587141,4.89116621,-215.5,4.1875,7.625,2.3,1,3.1,3.6
b'F',1752155,2,4.97,612.680542,7194829,-9.28,-0.7,2.53,-7.468232155,0.052593186,3.856833458,-214.375,5.125,8.625,2.5,1,3.1,3.6
b'F',1752190,2,4.97,621.5834961,7194829,-9.12,-0.47,1.93,-8.081819534,0.052593186,2.086196423,-213.625,3.25,9.1875,2.5,1.3,3.1,3.6
b'F',1752233,2,4.95,630.4816895,7194829,-9.18,-0.78,2.55,-7.13514185,-0.245434865,2.366693258,-213.5,6.125,9.25,2.3,1,3.1,3.6
b'F',1752266,2,4.95,639.3278809,7194829,-9.06,-0.4,2.49,-6.94230032,-0.350621223,2.857563019,-213.1875,5.625,9.125,2.3,1,3.1,3.6
b'F',1752299,2,4.95,648.2496338,7194829,-9,-0.38,1.95,-7.748729229,0.964208364,2.840031862,-213.8125,6.4375,9,2.5,1.3,3.1,3.6
b'F',1752341,2,4.95,656.9638672,7194829,-9.02,-0.8,1.5,-7.713666916,0.718773544,1.384953856,-214.4375,7,8.75,2.3,1,3.1,3.6
b'F',1752374,2,4.95,665.6921387,7194829,-8.87,-0.53,1.89,-7.538356304,-0.035062123,2.506941795,-214,3,8.4375,2.3,1,3.1,3.6
b'F',1752403,2,4.95,671.4150391,7194829,-8.81,-0.98,2.37,-7.99416399,0.490869731,3.243246317,-213.375,0.1875,8,2.3,1,3.1,3.6
b'S',32,56,16.86790466,78,106,54,40.27450562,87,75.15,151.67,1.02,1,b'GLL',88.16918945,1752402,38,,
b'F',1752441,2,4.95,680.152832,7194829,-8.77,-0.4,1.56,-7.292921543,0.368152291,2.647190332,-211.6875,3.8125,8.8125,2.5,1.3,3.1,3.6
b'F',1752475,2,4.95,688.9613037,7194829,-8.72,-0.4,1.63,-6.661803246,-0.80642885,3.348432779,-210.3125,2.5625,9.375,2.3,1,3.1,3.6
b'F',1752504,2,4.95,697.425415,7194829,-8.68,-0.11,2.65,-6.696865559,-0.262965918,2.857563019,-209.6875,4.5,9.625,2.3,1,3.1,3.6
b'F',1752540,2,4.95,705.9697266,7194829,-8.51,0.96,2.71,-7.152673244,0.087655306,1.612857699,-210.5625,3,8.5,2.3,1,3.1,3.6
b'F',1752570,2,4.95,711.6455078,7194829,-8.49,0.7,2.94,-7.976633072,0.876553059,1.314829588,-210.75,4.9375,7.5625,2.5,1.3,3.1,3.6
b'F',1752600,2,4.95,717.3873291,7194829,-8.49,0.38,3.03,-7.415638924,1.069394708,1.73557508,-212.125,4.875,5.8125,2.3,1,3.1,3.6
b'F',1752638,2,4.95,728.6870117,7194829,-8.34,0.13,3.05,-6.837113857,0.455807596,2.804969788,-212.1875,5.9375,4.4375,2.3,1,3.1,3.6
b'F',1752668,2,4.95,734.3721924,7194829,-8.41,-0.57,2.01,-6.94230032,0.455807596,2.173851728,-211.6875,10.0625,3.8125,2.3,1,3.1,3.6
b'F',1752701,2,4.95,742.8786621,7194829,-8.51,-0.76,2.43,-7.433170319,0.017531062,2.401755333,-210.8125,9.5625,4.4375,2.5,1.3,3.1,3.6
b'F',1752743,2,4.93,751.3759766,7194829,-8.41,-1.15,0.47,-7.398108006,0.245434865,0.92914629,-209.4375,12.8125,6.375,2.3,1,3.1,3.6
b'F',1752778,2,4.93,759.4577637,7194829,-8.39,-0.55,0.13,-7.13514185,-0.157779559,1.139518976,-209.5625,3.375,7.5625,2.3,1,3.1,3.6
b'F',1752810,2,4.93,767.402832,7194829,-8.21,-0.07,0.44,-6.994893551,0.140248492,1.104456902,-211.4375,0.25,7.375,2.3,1,3.1,3.6
b'F',1752852,2,4.93,775.4943848,7194829,-8.04,0.32,1.89,-6.802052021,0.262965918,0.578525007,-214.5,0.875,5.875,2.5,1.3,3.1,3.6
b'F',1752884,2,4.93,783.8122559,7194829,-8.02,0.21,2.37,-6.977362633,0.192841679,-0.753835618,-215.125,4.4375,4.625,2.3,1,3.1,3.6
b'F',1752920,2,4.93,792.2810059,7194829,-8,-0.53,3.28,-6.223526955,-0.578525007,2.875094175,-213.5,7.625,3.375,2.3,1,3.1,3.6
b'F',1752961,2,4.93,800.6789551,7194829,-8.06,-1.56,3.21,-6.591679096,-0.80642885,2.875094175,-208.5,4.75,3.9375,2.5,1.3,3.1,3.6
b'F',1752999,2,4.93,809.0205078,7194829,-8.11,-2.05,2.73,-6.661803246,-0.981739461,2.629659176,-203.125,9,7.0625,2.3,1,3.1,3.6
b'F',1753034,2,4.93,820.34375,7194829,-8.02,-1.31,1.6,-7.257859707,-1.086925864,0.823959887,-199,8.9375,9.4375,2.3,1,3.1,3.6
b'F',1753076,2,4.93,828.5529785,7194829,-7.84,-0.26,1.31,-7.170204163,-0.403214425,-1.209643245,-196.4375,6.5,11.75,2.3,1,3.1,3.6
b'F',1753110,2,4.93,836.6870117,7194829,-7.77,0.4,1.33,-6.574148178,-0.157779559,-0.631118238,-198,4.1875,11.3125,2.5,1.3,3.1,3.6
b'F',1753154,2,4.93,844.7687988,7194829,-7.56,0.78,1.72,-6.924769402,0.560993969,-0.68371141,-200.125,4,9.4375,2.3,1,3.1,3.6
b'F',1753189,2,4.93,852.9216309,7194829,-7.61,0.44,2.43,-6.486492634,0.718773544,-0.070124246,-201.75,4.0625,7.375,2.3,1,3.1,3.6
b'F',1753222,2,4.93,861.0883789,7194829,-7.49,0.15,2.53,-6.74945879,0.578525007,1.525202394,-201.625,4.0625,6.0625,2.5,1.3,3.1,3.6
b'F',1753263,2,4.91,869.2504883,7194829,-7.49,-0.38,2.55,-7.783791542,0.070124246,1.682981968,-200.125,7,5.875,2.3,1,3.1,3.6
b'F',1753297,2,4.91,877.427002,7194829,-7.58,-1.1,2.2,-6.696865559,-0.070124246,2.489410639,-197.9375,7.25,6.625,2.3,1,3.1,3.6
b'F',1753330,2,4.91,885.4521484,7194829,-7.49,-0.72,1.68,-6.74945879,-0.315559119,2.314100027,-197,10,7.75,2.3,1,3.1,3.6
b'F',1753368,2,4.91,893.4963379,7194829,-7.47,-0.72,1.42,-6.74945879,-0.333090156,-0.403214425,-195.375,9.25,8.9375,2.5,1.3,3.1,3.6
b'F',1753397,2,4.91,898.7617188,7194829,-7.39,-0.22,1.19,-6.74945879,-0.946677327,2.243975878,-195.375,6.75,9.125,2.3,1,3.1,3.6
b'F',1753431,2,4.91,906.5229492,7194829,-7.34,0,1.56,-6.381306171,-0.438276529,2.682252407,-195.625,6.1875,9.25,2.3,1,3.1,3.6
b'F',1753468,2,4.91,914.5009766,7194829,-7.28,0.21,1.68,-5.872905731,0.508400798,3.032873631,-197.3125,5.9375,8.4375,2.5,1.3,3.1,3.6
b'F',1753497,2,4.91,919.7050781,7194829,-7.22,0.22,1.54,-5.978092194,0.070124246,3.383494854,-197.6875,3.8125,7.625,2.5,1.3,3.1,3.6
b'F',1753526,2,4.91,927.4802246,7194829,-7.22,-0.32,1.63,-5.855374336,-0.385683358,3.365963936,-197.75,6.1875,7.5625,2.3,1,3.1,3.6
b'F',1753563,2,4.91,935.4111328,7194829,-7.13,-0.22,1.8,-5.925498962,-0.315559119,1.016801596,-197.0625,5,7.125,2.3,1,3.1,3.6
b'F',1753591,2,4.91,940.6293945,7194829,-7.11,-0.59,1.52,-5.469691277,-0.560993969,1.244705319,-195.625,5.3125,7.4375,2.5,1.2,3.1,3.6
b'F',1753622,2,4.91,948.6311035,7194829,-7.09,-0.36,1.72,-6.398837566,-0.964208364,1.98100996,-194.25,3.25,7.8125,2.5,1.3,3.1,3.6
b'F',1753659,2,4.91,956.4299316,7194829,-7.05,-0.38,1.93,-6.591679096,-0.543462932,0.80642885,-192.6875,4.875,8.4375,2.3,1,3.1,3.6
b'F',1753688,2,4.91,961.5820313,7194829,-7.03,-0.32,1.87,-6.521554947,-0.648649275,0.946677327,-191.9375,5.375,8.75,2.3,1,3.1,3.6
b'F',1753750,2,4.9,974.5375977,7194829,-6.95,-0.19,1.61,-4.873635292,0.105186373,1.893354654,-190.5,4.4375,8.875,2.5,1.3,3.1,3.6
b'F',1753792,2,4.9,984.855957,7194829,-6.88,-0.07,1.6,-6.048216343,0.017531062,2.524472952,-190.6875,3.3125,8.5,2.3,1,3.1,3.6
b'F',1753826,2,4.9,992.456543,7194829,-6.93,-0.05,1.46,-6.521554947,0.157779559,1.945947886,-191.0625,4.5,8.0625,2.3,1,3.1,3.6
b'F',1753861,2,4.9,997.4814453,7194829,-6.82,-0.38,1.74,-5.925498962,-0.315559119,0.666180313,-191.5625,2.9375,7.375,2.3,1,3.1,3.6
b'F',1753908,2,4.88,1007.677002,7194829,-6.78,-0.34,1.5,-5.189194202,-0.052593186,2.103727341,-191.375,6.125,7,2.5,1.3,3.1,3.6
b'F',1753939,2,4.88,1015.37207,7194829,-6.78,-0.21,1.42,-4.803510666,-0.017531062,2.033603191,-190.6875,3.75,6.9375,2.3,1,3.1,3.6
b'F',1753973,2,4.88,1023.000977,7194829,-6.64,-0.28,1.54,-5.311911583,0.403214425,1.367422819,-189.8125,4.875,6.875,2.3,1,3.1,3.6
b'F',1754013,2,4.88,1030.483887,7194829,-6.7,-0.44,1.52,-5.715126038,0.490869731,1.595326543,-189.375,3.125,6.9375,2.5,1.3,3.1,3.6
b'F',1754046,2,4.88,1037.976074,7194829,-6.66,-0.4,1.56,-4.908697128,-0.262965918,0.648649275,-188.5625,4.1875,7.3125,2.3,1,3.1,3.6
b'F',1754089,2,4.88,1045.53418,7194829,-6.62,-0.49,1.48,-4.505482674,-0.227903798,1.560264468,-188.1875,3.4375,7.3125,2.3,1,3.1,3.6
b'F',1754123,2,4.88,1053.03125,7194829,-6.5,-0.13,1.33,-5.119070053,0.035062123,1.472609162,-187.375,4.75,7.125,2.3,1,3.1,3.6
b'F',1754159,2,4.88,1060.315674,7194829,-6.52,-0.03,1.46,-5.276849747,-0.035062123,1.542733431,-187.4375,3.25,7,2.5,1.3,3.1,3.6
b'F',1754202,2,4.88,1067.756104,7194829,-6.52,-0.01,1.27,-5.504753113,0.087655306,1.945947886,-187.9375,3.8125,6.3125,2.3,1,3.1,3.6
b'F',1754237,2,4.88,1075.111328,7194829,-6.43,0.05,1.56,-5.539815426,0.035062123,2.419286489,-188.0625,3.3125,5.875,2.3,1,3.1,3.6
b'F',1754271,2,4.88,1082.410156,7194829,-6.37,-0.01,1.4,-6.539085865,0.122717433,1.4901402,-187.6875,5.125,5.625,2.5,1.3,3.1,3.6
b'F',1754312,2,4.88,1092.313232,7194829,-6.41,-0.17,1.21,-5.487222195,-0.070124246,1.420015931,-188.25,4.75,5.375,2.3,1,3.1,3.6
b'F',1754344,2,4.88,1097.234131,7194829,-6.29,-0.15,1.46,-5.645001888,0.087655306,1.314829588,-187.1875,5.5,5.375,2.3,1,3.1,3.6
b'F',1754377,2,4.88,1104.551758,7194829,-6.29,-0.38,1.76,-5.469691277,-0.035062123,0.666180313,-186.5,4.8125,5.625,2.3,1,3.1,3.6
b'F',1754417,2,4.88,1111.860107,7194829,-6.31,-0.47,1.52,-5.750188351,0.262965918,2.191382647,-184.9375,4.5,5.9375,2.5,1.3,3.1,3.6
b'F',1754447,2,4.88,1119.036133,7194829,-6.25,-0.4,1.37,-5.399567127,0.105186373,1.665450811,-184.5,5,6.25,2.3,1,3.1,3.6
b'F',1754483,2,4.88,1126.29248,7194829,-6.14,-0.21,1.38,-5.662532806,0.140248492,1.086925864,-184.125,4.0625,6.6875,2.3,1,3.1,3.6
b'F',1754519,2,4.86,1133.614746,7194829,-6.18,-0.24,1.52,-5.785250187,-0.035062123,2.647190332,-183.0625,4.3125,6.375,2.5,1.3,3.1,3.6
b'F',1754548,2,4.86,1138.408203,7194829,-6.18,-0.17,1.5,-5.662532806,0.105186373,2.436817646,-182.875,5.875,6.375,2.3,1,3.1,3.6
b'F',1754578,2,4.86,1143.2771,7194829,-6.1,-0.07,1.7,-5.417098045,0.315559119,2.191382647,-182.3125,6.1875,6.1875,2.3,1,3.1,3.6
b'F',1754614,2,4.86,1150.401367,7194829,-6.06,-0.09,1.29,-5.259318352,0.157779559,1.612857699,-181.9375,7.0625,6.0625,2.3,1,3.1,3.6
b'F',1754643,2,4.86,1157.516113,7194829,-6.04,-0.19,1.4,-5.171663284,-0.052593186,2.243975878,-181.75,7,5.9375,2.5,1.3,3.1,3.6
b'F',1754673,2,4.86,1162.248291,7194829,-6.04,0,1.25,-4.908697128,0.227903798,1.262236476,-181.5,5.5625,5.75,2.3,1,3.1,3.6
b'F',1754711,2,4.86,1169.447998,7194829,-5.99,-0.28,1.29,-5.119070053,0.227903798,0.92914629,-181.4375,8.1875,5.75,2.3,1,3.1,3.6
b'F',1754745,2,4.86,1176.515625,7194829,-5.99,-0.45,1.4,-5.294380665,0.385683358,1.753106117,-181.3125,4.6875,5.5,2.3,1,3.1,3.6
b'F',1754778,2,4.86,1183.66333,7194829,-5.99,-0.32,1.4,-6.100809574,0.175310612,0.613587141,-181,6,5.5625,2.5,1.3,3.1,3.6
b'F',1754821,2,4.86,1193.071045,7194829,-5.97,-0.28,1.4,-5.557346344,-0.122717433,1.034332633,-180.4375,6.0625,5.9375,2.3,1,3.1,3.6
b'F',1754860,2,4.86,1200.067871,7194829,-5.91,-0.36,1.37,-5.119070053,0.157779559,0.92914629,-179.5625,5.8125,6.25,2.3,1,3.1,3.6
b'F',1754889,2,4.86,1204.814209,7194829,-5.82,-0.38,1.5,-5.031414509,-0.420745492,0.788897753,-179.0625,6.5625,6.1875,2.5,1.3,3.1,3.6
b'F',1754932,2,4.86,1214.094482,7194829,-5.76,-0.28,1.23,-4.558075905,-0.210372746,2.243975878,-178.625,7.0625,6.5625,2.3,1,3.1,3.6
b'F',1754964,2,4.86,1218.704102,7194829,-5.8,-0.11,1.35,-4.680793285,0.017531062,1.384953856,-178,7.125,6.75,2.3,1,3.1,3.6
b'F',1754996,2,4.84,1225.790527,7194829,-5.73,-0.21,1.4,-6.083278179,0.420745492,1.192112207,-177,6.9375,6.75,2.3,1,3.1,3.6
b'F',1755038,2,4.84,1232.669189,7194829,-5.71,-0.24,1.21,-4.260047913,0.017531062,1.665450811,-176.4375,6.9375,6.8125,2.5,1.3,3.1,3.6
b'F',1755074,2,4.84,1239.477295,7194829,-5.71,-0.13,1.12,-3.944488764,-0.052593186,3.401026011,-175.6875,7,7.125,2.3,1,3.1,3.6
b'F',1755116,2,4.84,1248.776611,7194829,-5.67,-0.36,1.25,-4.382765293,-0.350621223,3.558805466,-175.3125,7.375,7.4375,2.3,1,3.1,3.6
b'F',1755150,2,4.84,1255.593994,7194829,-5.59,-0.28,1.23,-4.15486145,-0.420745492,2.261507034,-174.75,6.4375,7.4375,2.5,1.3,3.1,3.6
b'F',1755188,2,4.84,1262.34082,7194829,-5.57,-0.24,1.5,-4.365234375,-0.105186373,2.524472952,-174.125,7.1875,7.375,2.3,1,3.1,3.6
b'F',1755230,2,4.84,1269.229248,7194829,-5.52,-0.07,1.14,-4.417827606,0.578525007,2.489410639,-173.625,6.6875,7.3125,2.3,1,3.1,3.6
b'F',1755264,2,4.84,1275.909912,7194829,-5.52,0,1.19,-4.102268219,0.841490984,1.98100996,-173.25,6.625,7.25,2.3,1,3.1,3.6
b'F',1755296,2,4.84,1282.670654,7194829,-5.52,-0.22,1.29,-3.401026011,0,0.718773544,-173.25,7.375,7.125,2.5,1.3,3.1,3.6
b'F',1755337,2,4.84,1289.497803,7194829,-5.46,-0.07,1.17,-3.646460772,-0.333090156,0.701242447,-172.875,7.8125,7.125,2.3,1,3.1,3.6
b'F',1755370,2,4.84,1296.268066,7194829,-5.42,-0.11,0.91,-3.488681316,-0.403214425,0.788897753,-172.75,5.125,7.1875,2.3,1,3.1,3.6
b'F',1755400,2,4.84,1300.684082,7194829,-5.4,-0.28,0.98,-3.716585159,-0.543462932,0.999270499,-172.8125,4.625,7.125,2.5,1.3,3.1,3.6
b'F',1755443,2,4.84,1309.516113,7194829,-5.44,-0.32,0.91,-4.76844883,-0.438276529,1.209643245,-172.4375,3.3125,7.4375,2.3,1,3.1,3.6
b'F',1755472,2,4.82,1313.922852,7194829,-5.3,-0.24,0.89,-4.663262367,-0.227903798,1.05186367,-172.1875,4.625,7.5625,2.3,1,3.1,3.6
b'F',1755501,2,4.82,1320.556396,7194829,-5.36,-0.36,0.94,-4.873635292,0.087655306,0.701242447,-172.0625,4.25,7.4375,2.3,1,3.1,3.6
b'F',1755539,2,4.82,1327.19458,7194829,-5.32,-0.24,1.29,-4.2249856,-0.157779559,2.489410639,-171.125,2.9375,7.5625,2.5,1.3,3.1,3.6
b'F',1755568,2,4.82,1331.761719,7194829,-5.27,-0.3,1.37,-4.260047913,-0.175310612,1.612857699,-170.6875,3,7.5,2.3,1,3.1,3.6
b'F',1755597,2,4.82,1336.116455,7194829,-5.25,-0.24,1.15,-4.03214407,-0.140248492,0.788897753,-170.25,2.8125,7.5625,2.3,1,3.1,3.6
b'F',1755634,2,4.82,1344.906006,7194829,-5.17,-0.38,1.19,-4.523014069,0.157779559,2.734845638,-169.5,3.75,7.5625,2.3,1,3.1,3.6
b'F',1755666,2,4.82,1349.260742,7194829,-5.21,-0.36,1.14,-4.5756073,-0.035062123,2.156320572,-168.8125,4.125,7.625,2.5,1.3,3.1,3.6
b'F',1755699,2,4.82,1355.842285,7194829,-5.15,-0.28,1.12,-4.084737301,-0.280496985,1.542733431,-168,4.875,7.625,2.3,1,3.1,3.6
b'F',1755739,2,4.81,1362.409912,7194829,-5.09,-0.15,1,-3.295839548,-0.227903798,1.98100996,-167.4375,3.4375,7.5625,2.3,1,3.1,3.6
b'S',32,56,9.410476685,78,106,54,35.27709961,87,72.68,146.36,3.97,23.47,b'GLL',88.16918945,1755382,386,,
b'F',1755772,2,4.81,1368.849854,7194829,-5.06,-0.26,1.17,-3.926957846,-0.070124246,2.226444721,-167.25,4,7.4375,2.3,1,3.1,3.6
b'F',1755809,2,4.81,1375.365479,7194829,-5.02,-0.01,1.15,-4.593138218,0.087655306,0.753835618,-167.125,2.4375,7,2.5,1.3,3.1,3.6
b'S',32,56,9.410476685,78,106,54,35.27709961,87,72.68,146.36,3.97,23.47,b'VNC',88.16918945,1755382,464,,
b'F',1755854,2,4.81,1384.018311,7194829,-5.02,-0.11,1.12,-4.69832468,0.368152291,1.945947886,-167.125,4.25,6.8125,2.3,1,3.1,3.6
b'F',1755890,2,4.81,1390.312012,7194829,-4.97,-0.17,1.08,-3.997081995,0.105186373,2.173851728,-166.6875,3.625,6.5625,2.3,1,3.1,3.6
